,Molecule ID,Solvent-Combo,Method Name,Method Category,File Name,Predicted logD,Experimental logD,Absolute Error
580,SAMPL8-10,Heptane-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,0.64,-1.0,1.6400000000000001
581,SAMPL8-5,Heptane-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,3.38,-1.2,4.58
582,SAMPL8-1,Heptane-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,4.25,0.0,4.25
583,SAMPL8-17,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,7.5,-1.4,8.9
584,SAMPL8-16,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,6.73,-0.5,7.23
585,SAMPL8-14,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,2.54,-0.8,3.34
586,SAMPL8-12,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,3.87,-1.4,5.27
587,SAMPL8-10,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,5.15,0.1,5.050000000000001
588,SAMPL8-9,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,6.17,-0.8,6.97
589,SAMPL8-6,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,5.05,-0.1,5.1499999999999995
590,SAMPL8-5,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,5.81,0.1,5.71
591,SAMPL8-3,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,3.03,-0.8,3.83
592,SAMPL8-1,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,5.65,0.3,5.3500000000000005
593,SAMPL8-5,Cyclohexane-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,3.67,-1.1,4.77
594,SAMPL8-16,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,1.7,-0.4,2.1
595,SAMPL8-14,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,1.64,-1.0,2.6399999999999997
596,SAMPL8-12,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,2.13,-0.7,2.83
597,SAMPL8-10,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,4.77,-0.6,5.369999999999999
598,SAMPL8-9,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,2.69,-0.1,2.79
599,SAMPL8-7,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,1.95,-1.3,3.25
600,SAMPL8-6,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,3.27,-0.4,3.67
601,SAMPL8-5,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,3.51,-0.5,4.01
602,SAMPL8-1,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_unranked2,3.34,0.8,2.54
603,SAMPL8-16,Cyclohexane-DMF,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,-2.34,-1.3,1.0399999999999998
604,SAMPL8-6,Cyclohexane-DMF,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,-3.93,0.0,3.93
605,SAMPL8-1,Cyclohexane-DMF,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,-1.21,-0.7,0.51
606,SAMPL8-16,TBME-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,4.52,-1.2,5.72
607,SAMPL8-10,TBME-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,5.52,-0.9,6.42
608,SAMPL8-6,TBME-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,2.44,-0.2,2.64
609,SAMPL8-5,TBME-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,4.84,0.0,4.84
610,SAMPL8-1,TBME-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,6.13,0.1,6.03
611,SAMPL8-17,MEK-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,6.44,-0.8,7.24
612,SAMPL8-16,MEK-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,4.31,-0.3,4.609999999999999
613,SAMPL8-14,MEK-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,-15.1,0.1,15.2
614,SAMPL8-12,MEK-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,3.61,-0.4,4.01
615,SAMPL8-10,MEK-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,7.92,0.0,7.92
616,SAMPL8-9,MEK-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,5.88,0.4,5.4799999999999995
617,SAMPL8-7,MEK-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,1.88,-0.4,2.28
618,SAMPL8-6,MEK-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,4.39,-0.5,4.89
619,SAMPL8-5,MEK-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,7.77,-0.4,8.17
620,SAMPL8-3,MEK-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,-30.55,-0.6,29.95
621,SAMPL8-1,MEK-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,5.98,-0.2,6.180000000000001
622,SAMPL8-16,Heptane-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,1.58,-1.0,2.58
623,SAMPL8-10,Heptane-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,2.27,-1.0,3.27
624,SAMPL8-5,Heptane-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,2.97,-1.2,4.17
625,SAMPL8-1,Heptane-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,4.4,0.0,4.4
626,SAMPL8-17,Ethyl acetate-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,6.29,-1.4,7.6899999999999995
627,SAMPL8-16,Ethyl acetate-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,5.71,-0.5,6.21
628,SAMPL8-14,Ethyl acetate-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,-14.83,-0.8,14.03
629,SAMPL8-12,Ethyl acetate-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,4.01,-1.4,5.41
630,SAMPL8-10,Ethyl acetate-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,6.98,0.1,6.880000000000001
631,SAMPL8-9,Ethyl acetate-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,5.86,-0.8,6.66
632,SAMPL8-6,Ethyl acetate-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,3.47,-0.1,3.5700000000000003
633,SAMPL8-5,Ethyl acetate-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,5.73,0.1,5.630000000000001
634,SAMPL8-3,Ethyl acetate-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,-33.04,-0.8,32.24
635,SAMPL8-1,Ethyl acetate-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,6.97,0.3,6.67
636,SAMPL8-5,Cyclohexane-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,2.9,-1.1,4.0
637,SAMPL8-16,Octanol-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,3.02,-0.4,3.42
638,SAMPL8-14,Octanol-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,-18.45,-1.0,17.45
639,SAMPL8-12,Octanol-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,1.03,-0.7,1.73
640,SAMPL8-10,Octanol-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,2.6,-0.6,3.2
641,SAMPL8-9,Octanol-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,2.53,-0.1,2.63
642,SAMPL8-7,Octanol-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,-1.17,-1.3,0.13000000000000012
643,SAMPL8-6,Octanol-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,1.4,-0.4,1.7999999999999998
644,SAMPL8-5,Octanol-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,3.4,-0.5,3.9
645,SAMPL8-1,Octanol-water,RFE-uESE-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_3,3.5,0.8,2.7
646,SAMPL8-16,Cyclohexane-DMF,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,-2.34,-1.3,1.0399999999999998
647,SAMPL8-6,Cyclohexane-DMF,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,-3.93,0.0,3.93
648,SAMPL8-1,Cyclohexane-DMF,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,-1.21,-0.7,0.51
649,SAMPL8-16,TBME-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,4.68,-1.2,5.88
650,SAMPL8-10,TBME-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,5.7,-0.9,6.6000000000000005
651,SAMPL8-6,TBME-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,2.56,-0.2,2.7600000000000002
652,SAMPL8-5,TBME-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,4.94,0.0,4.94
653,SAMPL8-1,TBME-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,5.85,0.1,5.75
654,SAMPL8-17,MEK-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,6.44,-0.8,7.24
655,SAMPL8-16,MEK-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,4.31,-0.3,4.609999999999999
656,SAMPL8-14,MEK-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,-15.1,0.1,15.2
657,SAMPL8-12,MEK-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,3.61,-0.4,4.01
658,SAMPL8-10,MEK-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,7.92,0.0,7.92
659,SAMPL8-9,MEK-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,5.88,0.4,5.4799999999999995
660,SAMPL8-7,MEK-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,1.88,-0.4,2.28
661,SAMPL8-6,MEK-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,4.39,-0.5,4.89
662,SAMPL8-5,MEK-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,7.77,-0.4,8.17
663,SAMPL8-3,MEK-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,-30.55,-0.6,29.95
664,SAMPL8-1,MEK-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,5.98,-0.2,6.180000000000001
665,SAMPL8-16,Heptane-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,1.58,-1.0,2.58
666,SAMPL8-10,Heptane-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,2.27,-1.0,3.27
667,SAMPL8-5,Heptane-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,2.97,-1.2,4.17
668,SAMPL8-1,Heptane-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,4.4,0.0,4.4
669,SAMPL8-17,Ethyl acetate-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,6.29,-1.4,7.6899999999999995
670,SAMPL8-16,Ethyl acetate-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,5.71,-0.5,6.21
671,SAMPL8-14,Ethyl acetate-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,-14.83,-0.8,14.03
672,SAMPL8-12,Ethyl acetate-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,4.01,-1.4,5.41
673,SAMPL8-10,Ethyl acetate-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,6.98,0.1,6.880000000000001
674,SAMPL8-9,Ethyl acetate-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,5.86,-0.8,6.66
675,SAMPL8-6,Ethyl acetate-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,3.47,-0.1,3.5700000000000003
676,SAMPL8-5,Ethyl acetate-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,5.73,0.1,5.630000000000001
677,SAMPL8-3,Ethyl acetate-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,-33.04,-0.8,32.24
678,SAMPL8-1,Ethyl acetate-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,6.97,0.3,6.67
679,SAMPL8-5,Cyclohexane-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,2.9,-1.1,4.0
680,SAMPL8-16,Octanol-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,3.02,-0.4,3.42
681,SAMPL8-14,Octanol-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,-18.45,-1.0,17.45
682,SAMPL8-12,Octanol-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,1.03,-0.7,1.73
683,SAMPL8-10,Octanol-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,2.6,-0.6,3.2
684,SAMPL8-9,Octanol-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,2.53,-0.1,2.63
685,SAMPL8-7,Octanol-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,-1.17,-1.3,0.13000000000000012
686,SAMPL8-6,Octanol-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,1.4,-0.4,1.7999999999999998
687,SAMPL8-5,Octanol-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,3.4,-0.5,3.9
688,SAMPL8-1,Octanol-water,RFE-uESE-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_2,3.5,0.8,2.7
689,SAMPL8-16,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1_9C8eUz5,0.78,-0.4,1.1800000000000002
690,SAMPL8-14,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1_9C8eUz5,-0.69,-1.0,0.31000000000000005
691,SAMPL8-12,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1_9C8eUz5,-1.76,-0.7,1.06
692,SAMPL8-10,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1_9C8eUz5,-1.16,-0.6,0.5599999999999999
693,SAMPL8-9,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1_9C8eUz5,-0.09,-0.1,0.010000000000000009
694,SAMPL8-7,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1_9C8eUz5,-1.96,-1.3,0.6599999999999999
695,SAMPL8-6,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1_9C8eUz5,0.82,-0.4,1.22
696,SAMPL8-5,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1_9C8eUz5,0.65,-0.5,1.15
697,SAMPL8-1,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1_9C8eUz5,2.13,0.8,1.3299999999999998
698,SAMPL8-16,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1,2.88,-0.4,3.28
699,SAMPL8-14,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1,3.5,-1.0,4.5
700,SAMPL8-12,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1,2.18,-0.7,2.88
701,SAMPL8-10,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1,3.37,-0.6,3.97
702,SAMPL8-9,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1,2.99,-0.1,3.0900000000000003
703,SAMPL8-7,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1,1.66,-1.3,2.96
704,SAMPL8-6,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1,4.62,-0.4,5.0200000000000005
705,SAMPL8-5,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1,4.68,-0.5,5.18
706,SAMPL8-1,Octanol-water,DNN_taut,Empirical,logD-NadinUlrich-1,4.99,0.8,4.19
707,SAMPL8-16,Cyclohexane-DMF,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-4.33,-1.3,3.0300000000000002
708,SAMPL8-6,Cyclohexane-DMF,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-4.34,0.0,4.34
709,SAMPL8-1,Cyclohexane-DMF,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-4.64,-0.7,3.9399999999999995
710,SAMPL8-16,TBME-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-0.06,-1.2,1.14
711,SAMPL8-10,TBME-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-1.36,-0.9,0.4600000000000001
712,SAMPL8-6,TBME-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-0.99,-0.2,0.79
713,SAMPL8-5,TBME-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-0.48,0.0,0.48
714,SAMPL8-1,TBME-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,2.12,0.1,2.02
715,SAMPL8-17,MEK-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-1.21,-0.8,0.4099999999999999
716,SAMPL8-16,MEK-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,0.69,-0.3,0.99
717,SAMPL8-14,MEK-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-1.37,0.1,1.4700000000000002
718,SAMPL8-12,MEK-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-2.33,-0.4,1.9300000000000002
719,SAMPL8-10,MEK-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,0.06,0.0,0.06
720,SAMPL8-9,MEK-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-1.37,0.4,1.77
721,SAMPL8-7,MEK-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-3.93,-0.4,3.5300000000000002
722,SAMPL8-6,MEK-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-0.19,-0.5,0.31
723,SAMPL8-5,MEK-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,0.59,-0.4,0.99
724,SAMPL8-3,MEK-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-6.05,-0.6,5.45
725,SAMPL8-1,MEK-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,2.76,-0.2,2.96
726,SAMPL8-16,Heptane-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-2.86,-1.0,1.8599999999999999
727,SAMPL8-10,Heptane-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-3.19,-1.0,2.19
728,SAMPL8-5,Heptane-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-3.16,-1.2,1.9600000000000002
729,SAMPL8-1,Heptane-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-0.97,0.0,0.97
730,SAMPL8-17,Ethyl acetate-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-1.32,-1.4,0.07999999999999985
731,SAMPL8-16,Ethyl acetate-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,0.33,-0.5,0.8300000000000001
732,SAMPL8-14,Ethyl acetate-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-1.65,-0.8,0.8499999999999999
733,SAMPL8-12,Ethyl acetate-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-2.67,-1.4,1.27
734,SAMPL8-10,Ethyl acetate-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-1.02,0.1,1.12
735,SAMPL8-9,Ethyl acetate-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-1.55,-0.8,0.75
736,SAMPL8-6,Ethyl acetate-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-0.62,-0.1,0.52
737,SAMPL8-5,Ethyl acetate-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-0.25,0.1,0.35
738,SAMPL8-3,Ethyl acetate-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-5.96,-0.8,5.16
739,SAMPL8-1,Ethyl acetate-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,1.98,0.3,1.68
740,SAMPL8-5,Cyclohexane-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-2.72,-1.1,1.62
741,SAMPL8-16,Octanol-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,0.68,-0.4,1.08
742,SAMPL8-14,Octanol-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-1.06,-1.0,0.06000000000000005
743,SAMPL8-12,Octanol-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-2.1,-0.7,1.4000000000000001
744,SAMPL8-10,Octanol-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-0.72,-0.6,0.12
745,SAMPL8-9,Octanol-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-1.05,-0.1,0.9500000000000001
746,SAMPL8-7,Octanol-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-3.28,-1.3,1.9799999999999998
747,SAMPL8-6,Octanol-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-0.43,-0.4,0.02999999999999997
748,SAMPL8-5,Octanol-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,-0.39,-0.5,0.10999999999999999
749,SAMPL8-1,Octanol-water,UFZ-LSER,Empirical,logD_OllierTranPaluch_UFZ_LSER_exp,1.75,0.8,0.95
750,SAMPL8-16,Cyclohexane-DMF,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-3.27,-1.3,1.97
751,SAMPL8-6,Cyclohexane-DMF,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-7.38,0.0,7.38
752,SAMPL8-1,Cyclohexane-DMF,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-4.89,-0.7,4.1899999999999995
753,SAMPL8-16,TBME-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-0.58,-1.2,0.62
754,SAMPL8-10,TBME-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-0.94,-0.9,0.039999999999999925
755,SAMPL8-6,TBME-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-2.62,-0.2,2.42
756,SAMPL8-5,TBME-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-0.06,0.0,0.06
757,SAMPL8-1,TBME-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-0.57,0.1,0.6699999999999999
758,SAMPL8-17,MEK-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-0.23,-0.8,0.5700000000000001
759,SAMPL8-16,MEK-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,2.2,-0.3,2.5
760,SAMPL8-14,MEK-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,2.4,0.1,2.3
761,SAMPL8-12,MEK-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,3.25,-0.4,3.65
762,SAMPL8-10,MEK-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,2.05,0.0,2.05
763,SAMPL8-9,MEK-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,2.48,0.4,2.08
764,SAMPL8-7,MEK-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,1.08,-0.4,1.48
765,SAMPL8-6,MEK-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,0.29,-0.5,0.79
766,SAMPL8-5,MEK-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,1.62,-0.4,2.02
767,SAMPL8-3,MEK-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-1.09,-0.6,0.4900000000000001
768,SAMPL8-1,MEK-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,1.0,-0.2,1.2
769,SAMPL8-16,Heptane-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-0.94,-1.0,0.06000000000000005
770,SAMPL8-10,Heptane-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-1.84,-1.0,0.8400000000000001
771,SAMPL8-5,Heptane-water,"M06LLogD8,4",Physical (QM),logD-davyguan-1,-0.28,-1.2,0.9199999999999999
